gene,pLI,mis_z
PAX5,0.984243989,3.264234319
GNE,4.86E-07,2.441017983
FRMPD1,3.53E-10,-0.265418843
ZBTB5,0.798455361,0.587026916
ZCCHC7,3.37E-09,-0.496803142
EXOSC3,0.701888823,-0.191859921
ALDH1B1,0.000426749,-0.64825847
TOMM5,0.58888159,1.478277437
ANKRD18A,0.000945591,0.225295337
IGFBPL1,0.008503933,0.278472279
POLR1E,1.03E-05,-0.238646674
DCAF10,0.967142661,3.501419584
RNF38,0.999390257,1.11057382
SHB,0.744183629,0.84413089
GRHPR,0.00013344,1.201934436
SLC25A51,0.049200369,2.713673157
TRMT10B,8.98E-05,-0.923907939
CLTA,0.961296504,1.508291471
FBXO10,0.001492532,1.249198897
SPATA31A2,0.432354823,0.993606524
CNTNAP3,0.072566366,4.43830068
ANKRD20A2,0.118527454,2.17889509
SPATA31A7,0.481345575,1.411825524
ANKRD20A4,0.31960399,3.815515696
FAM122A,0.800532188,2.207549111
CBWD6,0.267441349,2.16774341
PGM5,0.961611244,1.22130157
CBWD3,0.358916975,1.501198925
PIP5K1B,0.007443047,2.350255969
ANKRD20A1,0.864283492,3.636710451
CBWD5,0.534115236,2.422138198
TMEM252,0.003645147,-0.688355809
FXN,0.817753773,0.46870338
PRKACG,0.005058191,1.00907404
C9orf85,0.006921051,-0.904942635
APBA1,0.865841339,3.304468367
TMC1,3.81E-07,0.03793395
RORB,0.998551701,3.236733968
MAMDC2,0.004171475,-0.445135414
ALDH1A1,0.993850729,1.534860043
GDA,0.998845433,1.121114799
ANXA1,0.00044237,-0.861462357
PTAR1,0.731558291,0.759809708
TJP2,6.24E-07,0.340018377
FAM189A2,8.92E-06,0.076488714
TMEM2,1.28E-09,0.109795828
TRPM3,7.74E-06,2.808792521
C9orf135,1.84E-05,-0.852300477
KLF9,0.882452241,3.611483372
ZFAND5,0.912585067,1.971527844
TRPM6,0.588344973,1.113567674
ABHD17B,0.961448199,2.276145733
SMC5,0.980364885,-0.137730902
IDNK,0.484632918,0.068002215
C9orf40,0.2639862,2.199292418
NMRK1,0.001066368,-0.931804196
GCNT1,0.066576637,0.881802993
OSTF1,0.666040393,0.162747452
RFK,0.523880795,0.304710083
FOXB2,2.39E-06,2.638291651
PSAT1,2.11E-09,-0.29037567
PCSK5,0.000207779,1.856369811
TLE4,0.99992164,3.939982585
C9orf41,0.540935218,1.603336652
PRUNE2,3.68E-12,-1.606976316
CEP78,5.36E-06,-2.511474073
SPATA31D1,2.73E-09,-5.744456899
GNA14,6.82E-10,-0.253947782
TLE1,0.957285091,3.225730185
RASEF,3.27E-05,-0.019536218
VPS13A,0.004238311,-0.396546673
FRMD3,0.195215062,0.092012779
GNAQ,0.984390021,3.868921541
RMI1,0.003097098,-0.80739061
NAA35,0.999995237,3.447701974
GAS1,0.616849185,4.267251847
C9orf153,0.233307325,-0.264823634
UBQLN1,0.998753262,1.914348644
C9orf64,0.001138203,0.708866858
CTSL,0.009341808,-0.539847534
CDK20,7.19E-12,-1.33569364
GKAP1,0.12282841,-0.67911634
NTRK2,0.99989318,4.349878325
SPATA31E1,6.08E-21,-4.511867189
SLC28A3,1.96E-17,0.16929882
ZCCHC6,0.999999563,1.379017347
DAPK1,0.999700496,2.534301459
HNRNPK,0.999782389,4.435154031
C9orf170,1.76E-06,0.358893936
GOLM1,0.002612536,-0.213331643
KIF27,1.35E-09,1.178085573
ISCA1,0.778973883,1.292119824
AGTPBP1,0.476341243,1.500274559
OMD,0.002350833,-0.130745016
NOL8,4.49E-08,-1.512461359
NXNL2,0.477417234,1.606419424
SHC3,0.457668719,2.787180916
S1PR3,0.07933389,1.692568448
CKS2,0.383050487,0.896191584
OGN,0.00751075,0.661720927
CENPP,0.023928461,-0.091772688
SPTLC1,2.78E-07,0.949301655
SECISBP2,1.29E-09,-1.255897632
SEMA4D,0.995825192,0.749735004
IARS,4.35E-09,-0.836916763
NFIL3,0.948599643,1.446344196
C9orf47,0.08509201,0.290272706
AUH,0.00725254,0.56916683
ROR2,0.464718606,0.500188996
GADD45G,0.720982248,2.976297686
SYK,0.998540059,2.421210057
DIRAS2,0.327172252,2.788688641
SPIN1,0.925083439,3.681726507
BICD2,0.332593897,3.174490586
ASPN,0.023321537,0.168768918
PHF2,0.994132137,3.264811802
BARX1,0.690516091,2.098107471
FGD3,8.70E-06,0.990319149
NINJ1,0.061293909,1.233895279
ECM2,1.56E-06,-1.096539408
IPPK,0.973790826,1.989359878
FBP2,0.001393124,-0.328772208
C9orf89,5.83E-05,-0.757873166
PTPDC1,0.002095722,-0.317180916
HIATL1,0.023950186,1.025282674
WNK2,0.79276208,2.416155595
ZNF484,4.88E-09,-0.1139635
SUSD3,0.003195143,1.031168235
ZNF169,1.75E-09,-0.799204382
C9orf129,0.375838564,2.517757567
FAM120AOS,0.514390707,2.494737573
FAM120A,0.99990705,4.633516621
ZNF510,2.36E-09,-0.075962895
PTCH1,0.999998857,2.859042304
CCDC180,5.35E-22,-1.351591985
TMOD1,0.856622012,0.888181013
HSD17B3,2.49E-05,0.015596908
HABP4,0.004932505,1.293214447
FBP1,0.098590793,0.745208003
ZNF782,4.93E-05,-0.554177305
CDC14B,0.576306679,0.905725096
TDRD7,4.57E-05,-0.038905784
TSTD2,1.63E-06,-1.327173035
C9orf3,5.20E-12,0.515852887
CTSV,9.73E-06,-0.284692008
FANCC,5.88E-10,-1.151414605
SLC35D2,9.13E-05,0.140401215
ERCC6L2,0.001555907,0.391268198
HIATL2,0.663791002,0.994905761
AAED1,9.51E-08,-1.010622579
ZNF367,0.802012369,3.660346031
TBC1D2,2.31E-08,1.160248714
GABBR2,0.999790263,5.599762389
SEC61B,0.742840233,0.890692467
NCBP1,0.999956109,3.540782899
CORO2A,2.57E-06,0.376660013
GALNT12,0.002825659,0.539248712
HEMGN,3.19E-07,-0.959917209
NANS,0.000176879,0.298836142
XPA,6.12E-05,0.522237353
ANP32B,0.957395493,1.232145153
ALG2,0.020669245,0.155879471
STX17,0.08496798,-0.215836985
COL15A1,3.68E-06,-1.418972796
C9orf156,4.08E-05,-0.283844688
TGFBR1,0.948697388,2.813312115
TRIM14,0.010213118,2.36420247
ANKS6,0.000273308,-0.673154951
ERP44,0.956751213,1.729306549
BAAT,7.96E-06,-1.110939112
OR13F1,0.000231792,-1.179535853
GRIN3A,0.123333065,0.823883193
TEX10,0.999988107,1.263307376
MSANTD3,0.063002986,1.278904923
TMEFF1,0.551607066,0.668496951
MURC,3.73E-07,-1.220580094
MRPL50,0.00031841,-1.331634783
ALDOB,0.000813754,-1.960734189
OR13C4,5.66E-08,-1.215171118
CYLC2,5.14E-07,-3.348251081
OR13C8,0.012318064,-0.741948769
PPP3R2,0.047665504,0.494074364
INVS,1.45E-06,0.617042396
OR13C3,0.000119524,-1.904563341
LPPR1,0.683214065,1.721781546
ZNF189,0.004617885,-1.026883421
SMC2,0.998014292,-0.497118222
RNF20,0.000923365,3.515538788
TMEM246,0.278461424,1.313647337
OR13C5,0.624784091,0.237117598
OR13D1,0.010955869,-1.411711477
FKTN,0.000192375,-0.635782265
TAL2,0.48853507,-0.781125587
NIPSNAP3A,1.64E-05,-0.250482527
FAM206A,0.003362344,-0.101506019
ACTL7A,6.78E-06,-0.780392172
KLF4,0.981049996,1.37787916
OR13C9,0.043665235,-0.569060686
OR13C2,0.044347988,0.219172461
ACTL7B,6.60E-05,1.585252194
IKBKAP,1.20E-08,-1.320449971
ZNF462,0.999999998,3.224178259
ABCA1,0.001658803,2.067312148
SLC44A1,0.999253571,1.120450733
NIPSNAP3B,0.023882968,-1.157777288
RAD23B,0.973409007,1.340976239
TMEM38B,0.168799966,-0.956430389
PALM2,0.003893171,0.352418709
TMEM245,0.000362237,1.491448586
TXNDC8,0.835982582,-1.099137217
KIAA0368,0.999999936,0.288894854
PTGR1,0.044277116,-0.449857877
MUSK,8.17E-05,0.011669939
OR2K2,0.001461518,-1.252427965
FRRS1L,0.00842828,-0.461498743
CTNNAL1,2.31E-06,-0.083973743
LPAR1,0.001418981,2.554755761
EPB41L4B,0.999700027,1.170714862
DNAJC25-GNG10,0.002778174,1.35645082
C9orf152,0.004747681,-2.494014399
AKAP2,0.066516441,-1.027853658
PTPN3,0.000188228,0.64876129
ZNF483,0.413497359,1.891596677
SVEP1,0.58900765,-0.728282367
DNAJC25,0.005620635,0.57635225
TXN,0.417886376,0.561059718
PALM2-AKAP2,0.066517954,-1.027826658
UGCG,0.982568592,2.354790543
PRPF4,0.999643089,2.518671502
WDR31,5.54E-06,-0.339247334
SUSD1,8.56E-09,0.077108397
SLC31A2,2.78E-05,0.066880036
SLC31A1,0.519265078,1.038692304
SNX30,0.970626803,0.896862449
CDC26,0.646600814,1.828406631
C9orf84,4.97E-16,-0.670596716
PTBP3,0.978776733,0.880834708
BSPRY,9.79E-05,-0.760361943
HDHD3,0.005551021,-0.158470126
KIAA1958,0.04900214,0.822488623
SLC46A2,0.000292934,0.540465611
ZFP37,4.11E-09,-0.756343611
FKBP15,1.85E-07,0.125792332
GNG10,0.00031015,0.632021396
RNF183,0.037593501,0.827046333
HSDL2,3.95E-05,-0.113017159
INIP,0.017451553,1.285866527
AMBP,4.48E-10,-0.591555605
ATP6V1G1,0.045173671,0.354560625
POLE3,0.077745399,0.362024347
RGS3,9.68E-05,0.419129781
ZNF618,0.994715997,2.421939658
DFNB31,0.011088497,1.19794282
ORM2,0.005043484,0.522330798
TNC,1.45E-05,-0.135768565
COL27A1,0.999999361,0.224875392
C9orf91,0.000442176,0.501185494
ORM1,0.132357511,0.922224959
TNFSF15,0.364139466,-0.284737131
ALAD,0.06295026,1.166938144
DEC1,0.000209449,-0.392907628
C9orf43,3.00E-08,-0.610342868
AKNA,0.02852574,-1.554258995
PAPPA,0.967751417,2.150438891
TNFSF8,0.852776651,0.292296576
KIF12,1.78E-05,0.01834282
RAB14,0.973482565,2.899236997
MORN5,0.001663335,-0.0608826
TTLL11,0.018231837,2.189814643
MEGF9,0.921919105,2.578695784
PHF19,0.995642239,3.863599037
DAB2IP,0.999652088,2.607513617
C5,5.61E-11,-0.13420336
PSMD5,1.27E-05,-0.641178714
TRAF1,0.056744289,0.3150336
STOM,0.000669923,1.030633549
CNTRL,4.17E-35,-2.376331657
TRIM32,0.097317644,0.610936618
ASTN2,0.989172284,1.760927913
GSN,3.19E-06,1.746342042
TLR4,4.18E-06,-0.778632201
CDK5RAP2,5.71E-16,-1.474992549
FBXW2,0.976204028,2.15732601
NDUFA8,0.202476373,0.568610248
BRINP1,0.995424258,2.131730115
PDCL,0.31202797,1.185554646
OR1L8,0.325912944,-0.639422811
PTGS1,6.41E-06,0.893481535
MRRF,3.58E-05,-0.958399074
OR1L4,0.043165056,-0.319338517
OR5C1,0.000111246,-0.488300884
RBM18,0.038009873,0.819238972
OR1N1,0.002943785,-1.223336044
LHX6,0.948528053,4.428583927
OR1Q1,0.000120115,-0.151507356
OR1B1,0.000898341,-0.371026924
OR1J1,0.008024653,-1.530233378
OR1K1,0.000145199,-0.620302648
OR1J2,0.00168245,-1.628613379
OR1L3,0.000337194,-1.274242035
RC3H2,0.999999562,1.658152502
OR1L6,0.010695662,0.642849999
OR1N2,0.00140501,-0.289122952
OR1L1,0.000185743,-1.134180552
OR1J4,0.240446421,-1.178091157
ARPC5L,0.775599153,0.888832892
RABGAP1,0.9999998,2.476733509
ZBTB6,0.357932618,1.656133506
LHX2,0.946789689,4.586437579
ZBTB26,0.015475125,1.768170655
DENND1A,0.904475401,1.313095493
GPR144,0.315055471,-2.280762619
STRBP,0.999902421,3.187875872
RPL35,0.527875069,2.401253187
PSMB7,0.941261763,0.885798976
GOLGA1,0.006107394,0.597019022
SCAI,0.999445289,2.979279153
NEK6,0.644137661,1.962325232
NR6A1,0.992320028,1.692773389
WDR38,0.000345295,0.002351913
GPR21,0.024651114,0.227100649
OLFML2A,1.74E-05,-0.449759667
CRB2,3.46E-05,1.641106848
PPP6C,0.988609354,2.65471387
NR5A1,0.947523498,2.874214742
SLC2A8,0.237274588,0.212067563
MVB12B,0.622016654,1.439192555
RALGPS1,0.999856881,2.9716166
PTRH1,0.001586335,-0.378963998
RPL12,0.164356185,1.457470286
C9orf117,6.01E-06,0.356458574
LRSAM1,2.93E-05,0.059090088
PBX3,0.592665484,2.186006118
ZNF79,0.017129421,-0.367404107
ZBTB34,0.829622812,3.001671692
LMX1B,0.82273227,2.792605601
GARNL3,0.021086841,2.088928226
MAPKAP1,0.999736598,2.944682894
ZBTB43,0.877041935,2.753804302
STXBP1,0.999882943,5.22205056
HSPA5,0.885688898,4.948173211
FAM129B,0.096703214,0.972797695
RABEPK,4.19E-06,-1.387348113
ANGPTL2,0.182258217,1.913009103
GAPVD1,0.999999872,1.779506568
CIZ1,0.993095776,0.90986306
ENG,0.989617028,0.409367536
LCN2,0.000596069,-1.147252546
TTC16,5.08E-12,-0.05087227
SH2D3C,0.000941187,2.033046712
AK1,0.654809128,0.600719057
C9orf16,0.01649363,0.329606558
NAIF1,0.022545578,2.892899695
FPGS,0.000112878,2.580496853
DNM1,0.999863839,5.973104768
CDK9,0.000275106,2.743713846
PTGES2,2.07E-05,1.055479849
DPM2,0.019800957,0.946851036
ST6GALNAC4,0.005077205,0.758402205
TOR2A,0.056747579,0.035202312
SLC25A25,0.973302049,2.447340138
PIP5KL1,4.90E-06,1.241174528
ST6GALNAC6,0.00205356,1.696839514
FAM102A,0.430347065,1.803532418
WDR34,3.70E-05,-0.541977375
GLE1,1.54E-05,1.014855116
SPTAN1,1,6.802432313
PKN3,1.47E-09,1.030769452
CERCAM,0.018254249,-0.348234452
TBC1D13,0.611736247,1.99262225
ODF2,0.365893592,2.001219997
CCBL1,6.51E-08,-0.084430205
SLC27A4,0.00122184,0.979200911
TRUB2,0.001495702,0.172074468
ZER1,0.998769063,4.3798598
COQ4,0.000292855,1.200569703
ZDHHC12,0.011766228,0.089956511
SET,0.96336428,3.113418567
C9orf114,0.104849794,1.355398885
URM1,0.498052547,-0.149591198
SWI5,0.026359331,-0.064206446
ENDOG,0.006243353,0.546659813
GOLGA2,0.994925569,0.45194833
PRRX2,0.305924077,1.092056966
DOLK,0.057602442,1.337967688
NTMT1,0.40245054,1.303059368
CRAT,3.46E-07,0.961549395
NUP188,0.987079307,0.270972951
SH3GLB2,0.370053036,0.606766786
C9orf78,0.117679602,2.323497507
PPP2R4,0.983923153,1.773947468
IER5L,0.829266816,3.366277432
PTGES,0.624659347,1.060944968
ASB6,0.004646337,1.175463701
LRRC8A,0.916104676,4.519051062
PHYHD1,5.93E-10,-0.191211847
C9orf50,7.28E-10,1.204318824
DOLPP1,0.604058624,2.187174092
FNBP1,0.846297746,0.912141476
FAM73B,0.003518966,1.133425255
USP20,0.00188749,1.428187746
TOR1B,0.743694124,1.110556048
TOR1A,0.167048491,0.977957993
PRDM12,0.29787033,3.83073285
NCS1,0.947220876,2.944534213
FUBP3,0.862679425,2.232483183
ABL1,0.999882701,2.661520825
PPAPDC3,0.810567266,1.239267511
GPR107,0.839149576,0.795690704
ASS1,0.000493338,0.679986972
QRFP,0.007623349,-0.785378434
PRRC2B,0.999999104,-0.60185202
LAMC3,9.82E-11,-0.261221387
UCK1,0.002126631,1.425225647
RAPGEF1,0.99991475,2.876412593
FAM78A,0.480800491,2.445765289
NUP214,0.993841693,-1.462160138
POMT1,5.00E-10,0.735965491
AIF1L,0.0330739,0.342939974
FIBCD1,7.56E-06,0.596265587
EXOSC2,0.004089806,0.439007243
GFI1B,0.012838774,0.899261206
AK8,1.51E-07,-0.496627101
TSC1,0.999978334,2.871932741
SURF6,8.12E-05,0.806989304
MED22,0.00632214,0.31994922
GBGT1,0.000100077,-0.596808404
BARHL1,0.038438589,3.216958512
C9orf171,5.91E-07,-0.331069134
DDX31,2.76E-06,-0.133091065
NTNG2,0.82958323,4.335570972
GTF3C5,0.002740022,1.495921659
GTF3C4,0.014976256,3.534826263
TTF1,1.47E-06,-1.02971147
C9orf9,0.212814053,-0.452688921
OBP2B,0.182972936,1.263451577
RALGDS,0.296706348,1.360035688
SETX,0.200249584,-1.76043807
RPL7A,0.979405409,1.686810069
CEL,6.34E-05,1.941295359
MED27,0.003604247,1.656032383
SLC2A6,0.000366664,0.342660187
TMEM8C,0.002169159,0.768070071
BRD3,0.766979379,3.708198838
SARDH,8.20E-10,0.457007871
VAV2,0.00251877,1.346760652
DBH,2.54E-06,-1.317540725
SURF1,1.02E-13,-1.33654496
REXO4,9.99E-06,0.35711463
FAM163B,0.428150995,1.515815462
SURF2,3.07E-07,-0.762652682
COL5A1,1,2.255601769
ADAMTS13,7.88E-11,1.9887627
ADAMTSL2,0.071058667,1.355676592
C9orf96,2.55E-16,-0.823632557
CACFD1,0.005746769,-0.230850424
SURF4,0.686424183,2.246370638
WDR5,0.99870216,3.448946624
FCN2,1.93E-09,-0.718936908
FCN1,1.26E-11,-0.382238257
RXRA,0.943607123,3.432348334
PPP1R26,0.985547303,-0.070525116
GLT6D1,0.003188288,-1.878939088
OBP2A,0.000133914,0.361353139
CAMSAP1,0.753664482,1.286744677
NACC2,0.134607341,2.343969481
PAEP,0.031618374,0.359601404
GPSM1,0.002149527,-0.146782321
QSOX2,0.007830613,1.639706769
LCN9,0.014871729,-0.712157061
SOHLH1,0.010418987,-1.437076448
C9orf69,0.496755436,1.753062399
C9orf116,0.010032602,0.334938198
LHX3,0.158417723,1.58022098
MRPS2,0.037223405,0.386335877
UBAC1,0.865452587,0.527956174
OLFM1,0.935993731,3.767664831
LCN1,1.91E-07,-0.242193719
KCNT1,0.005348738,3.52244405
LCN10,0.002128013,-0.530517243
DNLZ,0.008941565,-0.127092524
TMEM141,0.099111972,0.220820088
AGPAT2,0.000150355,-0.038471872
LCN15,0.006880598,-0.01151593
C9orf163,0.055046603,0.847370909
CARD9,2.29E-11,0.209799287
FAM69B,0.003577159,-0.215900045
LCN8,0.042675812,-0.076188751
SEC16A,0.687007221,-2.042509911
INPP5E,0.388563848,1.17282944
NOTCH1,0.999999994,4.481512213
KIAA1984,0.000582461,-0.072491041
RABL6,0.970513088,-1.792918326
PMPCA,0.00018605,-0.144044598
EGFL7,9.26E-13,-0.362849487
SNAPC4,2.01E-21,-2.22924183
SDCCAG3,1.38E-07,-2.232234551
LCN6,2.55E-05,-0.779926824
MAN1B1,2.63E-06,-1.009395362
CLIC3,0.000387773,1.65754136
C9orf139,1.56E-06,-0.149482135
ABCA2,0.999999516,5.36774103
UAP1L1,0.00112977,0.517807473
TRAF2,0.996480875,1.863787851
SAPCD2,0.004799009,0.80072392
FUT7,0.905391612,0.887759636
ENTPD2,9.49E-07,-1.084758829
EDF1,0.908576776,2.414237873
MAMDC4,2.60E-35,-2.950365344
PTGDS,0.008870389,0.540205489
C9orf142,0.569785721,0.083598864
LCN12,0.001532037,-0.267119455
PHPT1,0.004339632,-0.1799256
FBXW5,1.16E-08,-2.722554926
C8G,1.63E-09,-1.371907975
LCNL1,0.003015951,0.113887839
NPDC1,0.703401664,-0.740289857
NELFB,0.748854269,2.084354721
TMEM203,0.500301666,2.601714529
TOR4A,0.215534136,4.397658746
FAM166A,1.70E-11,-3.792069385
TMEM210,0.313442755,-0.471263207
NRARP,0.150570049,3.587670593
SSNA1,0.008002609,1.317435495
GRIN1,0.972708946,8.035626665
ANAPC2,0.987268624,3.513381217
TUBB4B,0.929541174,5.752162677
RNF208,0.603529096,0.386567873
EXD3,1.19E-08,-1.527104358
NDOR1,2.61E-05,0.217284117
SLC34A3,2.03E-11,-1.704979856
C9orf173,3.94E-11,-1.85850018
DPP7,2.02E-15,-0.921977703
LRRC26,0.028439438,1.538277831
PNPLA7,6.23E-27,0.181115499
ZMYND19,0.879391539,2.373199073
NOXA1,4.73E-06,-0.040791644
ENTPD8,1.72E-07,-1.049870075
DPH7,4.38E-05,-0.380527844
NSMF,0.046546174,2.626709098
ARRDC1,0.000232263,-0.288976702
MRPL41,0.213388425,1.380225232
C9orf37,0.021434028,-0.981172308
CACNA1B,0.982603443,4.385036333
EHMT1,0.999999904,2.360809581
IDI2,6.34E-09,-1.404706946
AKR1E2,6.35E-06,-0.633058476
IDI1,0.002050009,1.663365108
WDR37,0.996766803,2.87670909
GTPBP4,0.999865567,-0.738403858
PITRM1,7.16E-16,-1.656795708
DIP2C,0.999999838,5.823697726
LARP4B,0.999885804,1.767814771
TUBB8,0.266953543,4.552936517
AKR1C1,8.40E-06,1.058068014
AKR1C3,1.07E-11,-1.984102399
PFKP,7.08E-15,0.304362146
UCN3,0.50814391,-0.795316735
ADARB2,0.738168861,2.779134224
ZMYND11,0.999963586,4.22125227
AKR1C4,1.68E-10,-1.787365469
KLF6,0.925053295,2.564306998
AKR1C2,0.004103172,1.082024137
FBXO18,0.755821848,2.833980457
FAM208B,0.965063265,-2.664386718
NET1,0.066854195,0.748896422
CALML5,0.536579599,1.345798828
ITIH2,7.07E-10,-0.94607983
RBM17,0.998602405,3.462870787
IL2RA,0.88128872,0.112451212
KIN,0.003221987,0.593450131
TAF3,0.99512518,1.948319487
PRKCQ,0.967595406,2.09547352
ITIH5,5.64E-13,0.046688377
ANKRD16,2.58E-06,0.14275648
ATP5C1,0.425803631,0.377553609
IL15RA,3.17E-08,-0.35785657
PFKFB3,0.048931812,2.000531887
SFMBT2,0.99640777,1.200768559
GDI2,0.987154825,1.016224888
CALML3,0.03792497,1.648370267
TUBAL3,0.000170843,-0.91190985
ASB13,0.257156363,-0.209123754
SEPHS1,0.979964055,3.628914515
UCMA,1.85E-07,-0.605387979
ECHDC3,0.000536786,-0.711488906
PHYH,1.81E-05,-0.106183745
CAMK1D,0.993807052,2.261008297
BEND7,0.011190322,0.060112215
UPF2,0.999998269,3.045381283
CELF2,0.998785801,4.951032232
PRPF18,0.099443259,2.433952645
MCM10,5.09E-11,-0.693392873
CDC123,0.23962803,1.124771642
AL138764.1,0.095706485,-0.434474112
USP6NL,0.102392915,-0.441823804
GATA3,0.882718841,2.949085091
NUDT5,0.009460687,0.546941143
DHTKD1,1.98E-16,-0.576332948
SEC61A2,0.950042172,3.092200273
CCDC3,0.000821908,-0.498336704
PROSER2,0.005463151,0.889859419
OPTN,4.99E-07,0.05649214
PTER,2.39E-10,-1.466561452
MEIG1,0.053173799,-0.740381793
ACBD7,0.086336608,-0.502881979
CUBN,3.03E-28,-2.020856655
HSPA14,0.991685162,0.841003846
C1QL3,0.718803252,3.693346459
RSU1,0.047765679,0.652637217
RPP38,1.68E-05,-0.517607146
C10orf111,0.03567499,-0.943812875
CDNF,0.000111034,0.099600924
DCLRE1C,0.002869357,-1.465114595
FAM171A1,0.987016298,0.877583702
SUV39H2,0.910307361,2.823556745
TRDMT1,1.67E-06,-1.794186852
ITGA8,5.02E-08,-1.250079362
NMT2,0.317678321,1.738601128
FRMD4A,0.999986541,3.229697851
OLAH,0.001328464,-1.952716645
FAM188A,0.629692868,-0.228810182
FAM107B,0.000196116,-0.179570364
CASC10,0.020054862,2.298711821
PTPLA,0.278082272,0.379899627
NSUN6,1.73E-14,-3.234225468
EBLN1,6.91E-05,1.22373659
NEBL,5.77E-24,-2.451267712
COMMD3,0.007420115,-0.525173341
VIM,0.959386089,1.67325056
ST8SIA6,2.71E-08,-1.195754311
DNAJC1,1.42E-08,0.111424336
C10orf113,0.007537782,-1.76032731
MLLT10,0.999583699,0.437477722
STAM,0.902578081,-0.58095839
CACNB2,0.001820338,0.363103012
MRC1,0.975871402,4.280480404
ARL5B,0.463976138,1.287246022
SLC39A12,0.000292986,-2.016036773
PLXDC2,0.613047817,0.603972554
GPR158,0.678504825,1.069174793
C10orf67,1.97E-06,-0.555065684
GAD2,0.898626708,1.524391693
ENKUR,9.61E-06,-1.059526773
COMMD3-BMI1,0.022599348,1.546040755
APBB1IP,0.594392028,2.023338261
MYO3A,6.59E-30,-1.663495987
MSRB2,0.004247611,0.086103429
ARHGAP21,0.999946673,2.963283589
ARMC3,4.53E-08,-0.653997437
THNSL1,5.62E-12,-1.934037919
SPAG6,7.41E-06,0.403989243
KIAA1217,0.014167894,-0.704609389
PIP4K2A,0.788196367,1.291838084
BMI1,0.515144747,1.925927875
PRTFDC1,5.28E-09,-0.060709336
ABI1,0.632775183,1.559007259
MKX,0.882320086,1.106741677
BAMBI,0.002176656,-0.375515844
MPP7,8.58E-07,0.056216984
ACBD5,0.06164569,0.235043868
LYZL1,0.048695746,0.84831732
SVIL,0.999399704,1.130513513
ARMC4,3.96E-15,0.237954206
MTPAP,0.910575497,1.298231887
LYZL2,3.26E-06,-0.10614938
WAC,0.999891943,1.566591039
PTCHD3,6.38E-11,-0.712477808
RAB18,0.955008595,0.964644912
KIAA1462,0.104293752,-0.085518105
YME1L1,0.994242145,2.063533169
MASTL,1.08E-08,-0.534395263
ANKRD26,7.09E-15,-2.045044207
MAP3K8,0.870951295,2.004992329
PDSS1,0.26315186,1.490308536
PARD3,0.93852705,0.689569434
ANKRD30A,1.26E-23,-3.918596001
ZNF438,3.46E-05,-1.084773275
ZEB1,0.983612745,0.730940814
ZNF37A,0.001924415,-1.495992105
CREM,0.644423493,-0.293980947
ZNF248,0.685698353,-0.427449422
ZNF25,0.000386916,-1.051368084
CCDC7,3.52E-09,-0.876413282
EPC1,0.999993177,2.370444888
ZNF33A,0.00046648,-1.773362742
GJD4,2.78E-05,0.784661191
CUL2,0.99999841,3.477302361
ARHGAP12,0.002317772,0.188959289
ITGB1,0.914111641,3.468079832
NRP1,0.996035953,0.732444863
CCNY,0.384469091,2.213946873
KIF5B,0.761006988,3.07906379
OR13A1,0.000212217,-1.736818234
ZNF32,0.276205823,1.236529366
ZNF485,3.53E-05,-0.287492633
ALOX5,0.001644393,1.026699703
ZNF33B,2.25E-06,-1.504820761
RASSF4,2.05E-11,-0.497528801
C10orf25,0.012567313,-0.399673205
ZNF22,0.126684327,0.17097741
ZNF487,0.381487324,0.211302892
FXYD4,0.052450321,-0.512663154
RET,0.999889044,1.773441661
RASGEF1A,0.910096302,2.748988029
CXCL12,0.118587913,-0.548420444
ZNF239,0.000867929,-1.105811342
HNRNPF,0.864039577,3.208001403
CSGALNACT2,0.451240635,0.102338176
C10orf10,3.87E-05,-0.322887218
TMEM72,0.49453097,-0.779081434
BMS1,0.995287036,-0.419065504
NPY4R,6.12E-09,-2.827580663
SYT15,3.40E-18,-1.268097733
MAR8,1.37E-05,0.60518146
GPRIN2,0.000296291,-3.217892813
ANTXRL,0.317924027,-4.608852794
FAM21B,0.896400748,3.721905492
ANXA8L2,0.060906448,1.594545511
ZFAND4,0.009251565,-1.833606251
ASAH2C,0.655040924,3.333814145
GDF2,0.086007141,0.291972154
VSTM4,0.155399626,0.00055995
ERCC6-PGBD3,2.07E-06,0.443780339
RBP3,0.016654151,-0.044702153
ERCC6,5.01E-13,-0.859549149
FRMPD2,1.17E-15,-0.61455014
C10orf128,0.045128478,-1.009059578
LRRC18,0.000124173,-1.866264234
PGBD3,3.02E-06,0.397081114
DRGX,0.25232287,0.055263701
ARHGAP22,0.000724652,0.051855103
C10orf71,9.35E-05,0.727144545
ZNF488,0.000246117,-0.435369689
GDF10,0.308234425,1.319079719
MAPK8,0.983602118,2.507892177
ASAH2,0.015900691,0.249774647
TIMM23,0.597093477,1.279025575
OGDHL,3.47E-05,0.09107712
NCOA4,0.008565806,-0.499454029
PRKG1,0.999743687,2.721280467
SLC18A3,0.161377082,3.796967325
ASAH2B,0.15486755,0.393035231
CSTF2T,0.229519704,0.501036778
A1CF,0.003619701,0.387458006
CHAT,0.014030306,0.710020323
MSMB,0.098703187,0.436591511
C10orf53,0.00106877,-0.834874817
SGMS1,0.890866798,2.392901032
CDK1,0.970572339,2.595877142
TMEM26,1.73E-07,-0.049521266
ANK3,1,1.805566793
PHYHIPL,0.402880317,1.604353966
