GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue May 16 15:04:47 BST 2017

Gene	Score	Description
PNISR	N4BP2L2	0.010272824403721575	Co-expression	Rieger-Chu-2004
PNISR	OGT	0.007038720154846175	Co-expression	Rieger-Chu-2004
PNISR	PRPF4B	0.010590359725312092	Co-expression	Rieger-Chu-2004
PNISR	SMC5	0.0052033233991837895	Co-expression	Rieger-Chu-2004
PNISR	SPEN	0.0036433090983889783	Co-expression	Rieger-Chu-2004
PNISR	STX16	0.010809808864618305	Co-expression	Rieger-Chu-2004
PNISR	ZFC3H1	0.003932986380305504	Co-expression	Rieger-Chu-2004
PNN	ZFC3H1	0.007755198419560062	Co-expression	Rieger-Chu-2004
PNRC1	BTG1	0.006519853047529224	Co-expression	Rieger-Chu-2004
PNRC1	CARD8	0.008362678353120465	Co-expression	Rieger-Chu-2004
PNRC1	CNOT2	0.006356575474974525	Co-expression	Rieger-Chu-2004
PNRC1	FOXN3	0.010079061430675943	Co-expression	Rieger-Chu-2004
PNRC1	LYN	0.008364127897797372	Co-expression	Rieger-Chu-2004
PNRC1	REL	0.010940898334843113	Co-expression	Rieger-Chu-2004
PNRC1	SOCS2	0.00840246605751573	Co-expression	Rieger-Chu-2004
PPIG	ADAM17	0.009342901907134098	Co-expression	Rieger-Chu-2004
PPIG	C1orf63	0.006724436778731092	Co-expression	Rieger-Chu-2004
PPIG	CEBPZ	0.008121238751143279	Co-expression	Rieger-Chu-2004
PPIG	CNOT1	0.006156393648325893	Co-expression	Rieger-Chu-2004
PPIG	HNRNPK	0.0043503816948360354	Co-expression	Rieger-Chu-2004
PPIG	KRIT1	0.008880468809418124	Co-expression	Rieger-Chu-2004
PPIG	LUC7L3	0.004043949611787208	Co-expression	Rieger-Chu-2004
PPIG	NSMAF	0.006337742146023315	Co-expression	Rieger-Chu-2004
PPIG	RAD21	0.0032877210297878956	Co-expression	Rieger-Chu-2004
PPIG	RAP1A	0.0073129362785028795	Co-expression	Rieger-Chu-2004
PPIG	SCAF8	0.006363118463556599	Co-expression	Rieger-Chu-2004
PPIG	SMNDC1	0.00492203353660141	Co-expression	Rieger-Chu-2004
PPIG	SREK1	0.004053026615591725	Co-expression	Rieger-Chu-2004
PPIG	SRSF11	0.0035243408712783467	Co-expression	Rieger-Chu-2004
PPIG	TRA2A	0.00861762814156037	Co-expression	Rieger-Chu-2004
PPIG	UPF2	0.003748793041217565	Co-expression	Rieger-Chu-2004
PPP2R5E	BCLAF1	0.012192920801464233	Co-expression	Rieger-Chu-2004
PPP2R5E	ROCK1	0.009869631059365887	Co-expression	Rieger-Chu-2004
PPP2R5E	SCAF11	0.017112788818017304	Co-expression	Rieger-Chu-2004
PPP2R5E	SNRNP200	0.006352656914887054	Co-expression	Rieger-Chu-2004
PPP4C	CDK12	0.021986445389368208	Co-expression	Rieger-Chu-2004
PPWD1	ADNP	0.007826705054710762	Co-expression	Rieger-Chu-2004
PPWD1	C1orf63	0.016423644195998878	Co-expression	Rieger-Chu-2004
PPWD1	DMTF1	0.012252507546301462	Co-expression	Rieger-Chu-2004
PPWD1	FNBP4	0.00812664448737769	Co-expression	Rieger-Chu-2004
PPWD1	KIAA0907	0.016820645453012553	Co-expression	Rieger-Chu-2004
PPWD1	LUC7L3	0.010610778463208646	Co-expression	Rieger-Chu-2004
PPWD1	MAP3K7	0.020990503610169582	Co-expression	Rieger-Chu-2004
PPWD1	OGT	0.009950121352726602	Co-expression	Rieger-Chu-2004
PPWD1	PNISR	0.008559701091167772	Co-expression	Rieger-Chu-2004
PPWD1	SLC35A3	0.017098844647848215	Co-expression	Rieger-Chu-2004
PPWD1	SNRNP200	0.004354643825357716	Co-expression	Rieger-Chu-2004
PPWD1	SPEN	0.005338259098878342	Co-expression	Rieger-Chu-2004
PPWD1	STRN3	0.017848490899274056	Co-expression	Rieger-Chu-2004
PPWD1	UPF3A	0.011220292939752855	Co-expression	Rieger-Chu-2004
PPWD1	ZFC3H1	0.006319797310741226	Co-expression	Rieger-Chu-2004
PRDX4	TMCO1	0.01391146011338064	Co-expression	Rieger-Chu-2004
PRPF3	C6orf120	0.011071316303251984	Co-expression	Rieger-Chu-2004
PRPF3	KIAA0907	0.01582231187622499	Co-expression	Rieger-Chu-2004
PRPF3	MAGOH	0.006385569789555397	Co-expression	Rieger-Chu-2004
PRPF3	PCF11	0.005759445661834735	Co-expression	Rieger-Chu-2004
PRPF3	PPIG	0.0047263870351725015	Co-expression	Rieger-Chu-2004
PRPF3	RBM39	0.008681915399109159	Co-expression	Rieger-Chu-2004
PRPF3	TARDBP	0.012738685612888713	Co-expression	Rieger-Chu-2004
PRPF3	ZNF638	0.003425440969544598	Co-expression	Rieger-Chu-2004
PRPF4B	ZFC3H1	0.007506505718274049	Co-expression	Rieger-Chu-2004
PRPS2	DHX15	0.0044917782780871315	Co-expression	Rieger-Chu-2004
PRPS2	LRBA	0.006613889692661522	Co-expression	Rieger-Chu-2004
PRPS2	PABPC1	0.011560315263930645	Co-expression	Rieger-Chu-2004
PRPSAP1	NBR1	0.02111812218818421	Co-expression	Rieger-Chu-2004
PRPSAP1	TPP1	0.0086880077874916	Co-expression	Rieger-Chu-2004
PSAP	AUTS2	0.007065782557725154	Co-expression	Rieger-Chu-2004
PSAP	MYOF	0.010065953949814634	Co-expression	Rieger-Chu-2004
PSAP	NBR1	0.010609468692563295	Co-expression	Rieger-Chu-2004
PSAP	TRAK1	0.012990899544585084	Co-expression	Rieger-Chu-2004
PSAP	UBXN7	0.00768160788066616	Co-expression	Rieger-Chu-2004
PSAP	ZFYVE26	0.009768258721178844	Co-expression	Rieger-Chu-2004
PUM1	ABI1	0.004381714047762936	Co-expression	Rieger-Chu-2004
PUM1	ADAM17	0.006483405258279604	Co-expression	Rieger-Chu-2004
PUM1	ADNP	0.0035546034152714144	Co-expression	Rieger-Chu-2004
PUM1	ATXN2	0.005001724283403995	Co-expression	Rieger-Chu-2004
PUM1	BIRC2	0.004389973911075279	Co-expression	Rieger-Chu-2004
PUM1	DMTF1	0.004569615797170623	Co-expression	Rieger-Chu-2004
PUM1	FNBP4	0.0034872496816352166	Co-expression	Rieger-Chu-2004
PUM1	HIPK1	0.004191288546261	Co-expression	Rieger-Chu-2004
PUM1	IFRD1	0.0062630387908012555	Co-expression	Rieger-Chu-2004
PUM1	MARK3	0.005086872082081948	Co-expression	Rieger-Chu-2004
PUM1	MORC3	0.0032593781794869685	Co-expression	Rieger-Chu-2004
PUM1	NBN	0.004529130200058357	Co-expression	Rieger-Chu-2004
PUM1	NR3C1	0.005515389450889186	Co-expression	Rieger-Chu-2004
PUM1	PNISR	0.0033544743704249087	Co-expression	Rieger-Chu-2004
PUM1	PPIG	0.002269290048760243	Co-expression	Rieger-Chu-2004
PUM1	PPWD1	0.004668555285255965	Co-expression	Rieger-Chu-2004
PUM1	RBM39	0.00421853617416781	Co-expression	Rieger-Chu-2004
PUM1	RBM5	0.006048252532736571	Co-expression	Rieger-Chu-2004
PUM1	SCAF8	0.007039823685486923	Co-expression	Rieger-Chu-2004
PUM1	SLC25A36	0.006152679373361466	Co-expression	Rieger-Chu-2004
PUM1	SPEN	0.002350617520149126	Co-expression	Rieger-Chu-2004
PUM1	STRN3	0.007908570607249098	Co-expression	Rieger-Chu-2004
PUM1	STX16	0.006841825950261453	Co-expression	Rieger-Chu-2004
PUM1	SUN1	0.005791778914120471	Co-expression	Rieger-Chu-2004
PUM1	TOP2B	0.0046929522071275775	Co-expression	Rieger-Chu-2004
PUM1	UPF3A	0.004568310425008782	Co-expression	Rieger-Chu-2004
PUM1	USP8	0.003882513537662242	Co-expression	Rieger-Chu-2004
PUM2	DIDO1	0.008491699558654555	Co-expression	Rieger-Chu-2004
PUM2	GNA13	0.008518834292151263	Co-expression	Rieger-Chu-2004
PUM2	OGT	0.00715181836135184	Co-expression	Rieger-Chu-2004
PUM2	PAPOLA	0.007625141615519442	Co-expression	Rieger-Chu-2004
PUM2	PNN	0.012503237722893617	Co-expression	Rieger-Chu-2004
PUM2	SPEN	0.003559409247227033	Co-expression	Rieger-Chu-2004
PUM2	ZFC3H1	0.004385956140748625	Co-expression	Rieger-Chu-2004
RAB27A	MAP4K5	0.02096824728360642	Co-expression	Rieger-Chu-2004
RAD21	ABI1	0.006237278827761776	Co-expression	Rieger-Chu-2004
RAD21	CEBPZ	0.009529744599456534	Co-expression	Rieger-Chu-2004
RAD21	CHD1	0.005632660840805543	Co-expression	Rieger-Chu-2004
RAD21	CRLF3	0.005469455110148182	Co-expression	Rieger-Chu-2004
RAD21	LYN	0.006463624300492073	Co-expression	Rieger-Chu-2004
RAD21	NSMAF	0.006588752359398974	Co-expression	Rieger-Chu-2004
RAD21	SMNDC1	0.007594733921570528	Co-expression	Rieger-Chu-2004
RAP1A	CLIC4	0.01607226498739696	Co-expression	Rieger-Chu-2004
RAP1A	CNOT1	0.021038423621855384	Co-expression	Rieger-Chu-2004
RAP1A	SEC24A	0.013094787815340136	Co-expression	Rieger-Chu-2004
RAP1B	ADNP	0.009420115818999878	Co-expression	Rieger-Chu-2004
RAP1B	DHX29	0.010811224198867908	Co-expression	Rieger-Chu-2004
RAP1B	GNA13	0.018965259997947088	Co-expression	Rieger-Chu-2004
RAP1B	RBPJ	0.011371007465960765	Co-expression	Rieger-Chu-2004
RAP1B	SPEN	0.006154510119942617	Co-expression	Rieger-Chu-2004
RAP1B	WSB1	0.024067029743679122	Co-expression	Rieger-Chu-2004
RASA1	ABL1	0.012142791773615375	Co-expression	Rieger-Chu-2004
RASA1	AUTS2	0.005804031623019573	Co-expression	Rieger-Chu-2004
RASA1	CBLB	0.013455039253903135	Co-expression	Rieger-Chu-2004
RASA1	PSAP	0.006757713750090028	Co-expression	Rieger-Chu-2004
RASA1	TRAK1	0.012652149848303002	Co-expression	Rieger-Chu-2004
RASA1	UBXN7	0.008212108488148013	Co-expression	Rieger-Chu-2004
RASA1	ZFYVE26	0.008699483919690902	Co-expression	Rieger-Chu-2004
RBM39	ADNP	0.007307174753824506	Co-expression	Rieger-Chu-2004
RBM39	CLIC4	0.009034215356925942	Co-expression	Rieger-Chu-2004
RBM39	DHX29	0.007530140236337172	Co-expression	Rieger-Chu-2004
RBM39	DMTF1	0.010732919463091522	Co-expression	Rieger-Chu-2004
RBM39	IFRD1	0.015246129107723404	Co-expression	Rieger-Chu-2004
RBM39	MARK3	0.00896980885160198	Co-expression	Rieger-Chu-2004
RBM39	OGT	0.008351391844432504	Co-expression	Rieger-Chu-2004
RBM39	PNISR	0.007420313035402155	Co-expression	Rieger-Chu-2004
RBM39	PNN	0.017712296255854718	Co-expression	Rieger-Chu-2004
RBM39	PRPF4B	0.015123969536465706	Co-expression	Rieger-Chu-2004
RBM39	RAP1A	0.012615661983981397	Co-expression	Rieger-Chu-2004
RBM39	RAP1B	0.012151185057594204	Co-expression	Rieger-Chu-2004
RBM39	SCAF11	0.011507472860476193	Co-expression	Rieger-Chu-2004
RBM39	SPEN	0.0042740826675404416	Co-expression	Rieger-Chu-2004
RBM39	STRN3	0.01411908906133295	Co-expression	Rieger-Chu-2004
RBM39	ZFC3H1	0.00458243542172219	Co-expression	Rieger-Chu-2004
RBM39	ZFX	0.013744492701881017	Co-expression	Rieger-Chu-2004
RBM5	NBR1	0.020953730333140182	Co-expression	Rieger-Chu-2004
RBM5	OGT	0.012002799772765301	Co-expression	Rieger-Chu-2004
RBM5	PNISR	0.009894249860294585	Co-expression	Rieger-Chu-2004
RBM5	PPFIA1	0.023242591678640623	Co-expression	Rieger-Chu-2004
RBM5	SPEN	0.006257461513709933	Co-expression	Rieger-Chu-2004
RBPJ	ZNF292	0.011296065126467967	Co-expression	Rieger-Chu-2004
RLF	ADNP	0.007360823057202159	Co-expression	Rieger-Chu-2004
RLF	ATXN2	0.013872716315738533	Co-expression	Rieger-Chu-2004
RLF	MAP4K5	0.01676440546540643	Co-expression	Rieger-Chu-2004
RLF	SCAF8	0.01484810740253529	Co-expression	Rieger-Chu-2004
ROCK1	ITPR2	0.006916580132404078	Co-expression	Rieger-Chu-2004
ROCK1	JMJD1C	0.005570068954289858	Co-expression	Rieger-Chu-2004
ROCK1	MAP4K5	0.0066714399396333845	Co-expression	Rieger-Chu-2004
ROCK1	NEK4	0.008550414426315923	Co-expression	Rieger-Chu-2004
ROCK1	PAPOLA	0.007179380725189846	Co-expression	Rieger-Chu-2004
ROCK1	PIGA	0.00938871553393876	Co-expression	Rieger-Chu-2004
ROCK1	ZNF292	0.008258907375259025	Co-expression	Rieger-Chu-2004
SAT1	PDE4B	0.010845262596594551	Co-expression	Rieger-Chu-2004
SCAF8	ABI1	0.012881429109534806	Co-expression	Rieger-Chu-2004
SCAF8	ADAM17	0.019143826699184307	Co-expression	Rieger-Chu-2004
SCAF8	ADNP	0.010111550584766107	Co-expression	Rieger-Chu-2004
SCAF8	DHX29	0.009286636506067696	Co-expression	Rieger-Chu-2004
SCAF8	RAD21	0.007403145754260646	Co-expression	Rieger-Chu-2004
SCAF8	SPEN	0.005472058523666013	Co-expression	Rieger-Chu-2004
SCAF8	ZFX	0.01709481954671571	Co-expression	Rieger-Chu-2004
SEC24A	SLC35A3	0.010651141880223397	Co-expression	Rieger-Chu-2004
SEC24B	ADNP	0.00924121874277898	Co-expression	Rieger-Chu-2004
SEC24B	ATXN2	0.013312557711386114	Co-expression	Rieger-Chu-2004
SEC24B	DHX29	0.010673330763372735	Co-expression	Rieger-Chu-2004
SEC24B	FNBP4	0.007792769776986421	Co-expression	Rieger-Chu-2004
SEC24B	MARK3	0.01225052138663627	Co-expression	Rieger-Chu-2004
SEC24B	NCOA6	0.018001386095862396	Co-expression	Rieger-Chu-2004
SEC24B	SNRNP200	0.004927471039661176	Co-expression	Rieger-Chu-2004
SEC24B	SPEN	0.0057652198932432504	Co-expression	Rieger-Chu-2004
SEC24B	ZFC3H1	0.007600843415166622	Co-expression	Rieger-Chu-2004
SEPT8	TBC1D2B	0.009918305655333937	Co-expression	Rieger-Chu-2004
SETD2	DIDO1	0.021688654371535967	Co-expression	Rieger-Chu-2004
SF3A1	KAT6A	0.01365315574818339	Co-expression	Rieger-Chu-2004
SF3A2	LYN	0.01841923616471588	Co-expression	Rieger-Chu-2004
SF3A3	LRBA	0.006011733879030392	Co-expression	Rieger-Chu-2004
SF3A3	PABPC1	0.012748818741456142	Co-expression	Rieger-Chu-2004
SF3B1	ADAM17	0.011900276009339284	Co-expression	Rieger-Chu-2004
SF3B1	ADNP	0.006155332636359081	Co-expression	Rieger-Chu-2004
SF3B1	BNIP2	0.009490279450518705	Co-expression	Rieger-Chu-2004
SF3B1	HNRNPA2B1	0.007486366039720218	Co-expression	Rieger-Chu-2004
SF3B1	NSMAF	0.008928296941670594	Co-expression	Rieger-Chu-2004
SF3B1	PPIG	0.004057575624982369	Co-expression	Rieger-Chu-2004
SF3B1	PPP1CB	0.010157106167204819	Co-expression	Rieger-Chu-2004
SF3B1	RAP1A	0.013052326810411262	Co-expression	Rieger-Chu-2004
SF3B1	RAP1B	0.013066611129971829	Co-expression	Rieger-Chu-2004
SF3B1	RBM39	0.0076722513287985315	Co-expression	Rieger-Chu-2004
SF3B1	SNRNP200	0.00338255697711813	Co-expression	Rieger-Chu-2004
SF3B1	SPEN	0.003481181240551887	Co-expression	Rieger-Chu-2004
SF3B1	SRSF11	0.005628352281846805	Co-expression	Rieger-Chu-2004
SF3B1	UBR5	0.005424516781562113	Co-expression	Rieger-Chu-2004
SF3B1	USP8	0.006916526861881562	Co-expression	Rieger-Chu-2004
SF3B1	WSB1	0.01186414491090242	Co-expression	Rieger-Chu-2004
SF3B1	ZFX	0.009536876984829015	Co-expression	Rieger-Chu-2004
SH2B3	ABI1	0.010919124864025324	Co-expression	Rieger-Chu-2004
SH2B3	REL	0.016160365634671634	Co-expression	Rieger-Chu-2004
SH3GLB1	MFN1	0.009871496993815121	Co-expression	Rieger-Chu-2004
SH3GLB1	NBR1	0.01628278129541372	Co-expression	Rieger-Chu-2004
SLC25A36	ADNP	0.009157474549061267	Co-expression	Rieger-Chu-2004
SLC25A36	CHD1	0.011824274124040845	Co-expression	Rieger-Chu-2004
SLC25A36	CPOX	0.017762476110624145	Co-expression	Rieger-Chu-2004
SLC25A36	LUC7L3	0.012763363060264217	Co-expression	Rieger-Chu-2004
SLC25A36	MARK3	0.013671621559401277	Co-expression	Rieger-Chu-2004
SLC25A36	RBM39	0.013021831635512529	Co-expression	Rieger-Chu-2004
SLC25A36	SRSF11	0.011441025458803353	Co-expression	Rieger-Chu-2004
SLC25A36	ZFC3H1	0.007792455041055225	Co-expression	Rieger-Chu-2004
SLC25A36	ZFX	0.019366908008429416	Co-expression	Rieger-Chu-2004
SLC25A36	ZNF292	0.021505824073615894	Co-expression	Rieger-Chu-2004
SLC35A3	ZNF292	0.02215694233952482	Co-expression	Rieger-Chu-2004
SMC5	SCAF11	0.009027573646825077	Co-expression	Rieger-Chu-2004
SMCHD1	IFRD1	0.011582461139685656	Co-expression	Rieger-Chu-2004
SMCHD1	NUP153	0.003975114811008945	Co-expression	Rieger-Chu-2004
SMCHD1	RAD21	0.006015846461112716	Co-expression	Rieger-Chu-2004
SMCHD1	RAP1A	0.013719893449767921	Co-expression	Rieger-Chu-2004
SMCHD1	RBM39	0.00884105546484164	Co-expression	Rieger-Chu-2004
SMCHD1	RCN2	0.01215419850751929	Co-expression	Rieger-Chu-2004
SMCHD1	SF3B1	0.007340817288035203	Co-expression	Rieger-Chu-2004
SMCHD1	SMNDC1	0.009731460030689162	Co-expression	Rieger-Chu-2004
SMCHD1	SREK1	0.006685700800615229	Co-expression	Rieger-Chu-2004
SMCHD1	SRSF11	0.0075990410143680935	Co-expression	Rieger-Chu-2004
SMCHD1	TCERG1	0.0045713150779668485	Co-expression	Rieger-Chu-2004
SMCHD1	TRA2A	0.012880729261936246	Co-expression	Rieger-Chu-2004
SMCHD1	YTHDF3	0.011953525028158262	Co-expression	Rieger-Chu-2004
SMG1	C1orf63	0.015482746016891516	Co-expression	Rieger-Chu-2004
SMG1	HNRNPK	0.006817275570187364	Co-expression	Rieger-Chu-2004
SMG1	PPIG	0.005785074159089288	Co-expression	Rieger-Chu-2004
SMNDC1	ADAM17	0.015314075903552936	Co-expression	Rieger-Chu-2004
SMNDC1	CRLF3	0.006460226716340402	Co-expression	Rieger-Chu-2004
SMNDC1	FOXN3	0.014485861984780862	Co-expression	Rieger-Chu-2004
SNAPC1	CEBPZ	0.024161733980864238	Co-expression	Rieger-Chu-2004
SNAPC1	RAD21	0.009974889702094659	Co-expression	Rieger-Chu-2004
SNAPC1	SMNDC1	0.015173828790659254	Co-expression	Rieger-Chu-2004
SNRNP200	ADNP	0.0031546866967708575	Co-expression	Rieger-Chu-2004
SNRNP200	BCLAF1	0.003608732375152688	Co-expression	Rieger-Chu-2004
SNRNP200	CPSF6	0.004931896402793136	Co-expression	Rieger-Chu-2004
SNRNP200	DHX29	0.0030586186853372903	Co-expression	Rieger-Chu-2004
SNRNP200	MAP3K7	0.00555863631820527	Co-expression	Rieger-Chu-2004
SNRNP200	MARK3	0.004122004611444275	Co-expression	Rieger-Chu-2004
SNRNP200	NSMAF	0.003928856693009529	Co-expression	Rieger-Chu-2004
SNRNP200	PAPOLA	0.004718409163525222	Co-expression	Rieger-Chu-2004
SNRNP200	PHF3	0.005400122792012842	Co-expression	Rieger-Chu-2004
SNRNP200	PNISR	0.0027213505449176644	Co-expression	Rieger-Chu-2004
SNRNP200	PRPF4B	0.0055118647994361	Co-expression	Rieger-Chu-2004
SNRNP200	PUM2	0.0032244796338738264	Co-expression	Rieger-Chu-2004
SNRNP200	SEPT8	0.003561179392479817	Co-expression	Rieger-Chu-2004
SNRNP200	SMC5	0.003559945862215315	Co-expression	Rieger-Chu-2004
SNRNP200	SPEN	0.002368801095341757	Co-expression	Rieger-Chu-2004
SNRNP200	SUN1	0.004014085619272231	Co-expression	Rieger-Chu-2004
SNRNP200	UPF3A	0.004163767234935757	Co-expression	Rieger-Chu-2004
SNRNP200	ZFC3H1	0.002178045951936727	Co-expression	Rieger-Chu-2004
SPEN	ADAM17	0.005878354265057779	Co-expression	Rieger-Chu-2004
SPEN	DIDO1	0.005736388322552267	Co-expression	Rieger-Chu-2004
SPEN	PHF3	0.0073675439400062125	Co-expression	Rieger-Chu-2004
SPEN	PRPF4B	0.006303507771420259	Co-expression	Rieger-Chu-2004
SPEN	RBPJ	0.004147781679697405	Co-expression	Rieger-Chu-2004
SPEN	SETD2	0.006674629817619282	Co-expression	Rieger-Chu-2004
SPEN	SLC11A2	0.0056588230207260375	Co-expression	Rieger-Chu-2004
SPEN	SMC5	0.0032417495462972465	Co-expression	Rieger-Chu-2004
SPEN	ZFC3H1	0.0028625186513864093	Co-expression	Rieger-Chu-2004
SPEN	ZNF292	0.005890368967126924	Co-expression	Rieger-Chu-2004
SREK1	LUC7L3	0.007198442775283603	Co-expression	Rieger-Chu-2004
SREK1	PAPOLA	0.00883368458391881	Co-expression	Rieger-Chu-2004
SREK1	PNN	0.012064601398410264	Co-expression	Rieger-Chu-2004
SREK1	PUM2	0.005641001342982244	Co-expression	Rieger-Chu-2004
SREK1	ROCK1	0.00470243142781311	Co-expression	Rieger-Chu-2004
SREK1	SCAF11	0.008251155292431952	Co-expression	Rieger-Chu-2004
SREK1	SEC24A	0.006307794337961444	Co-expression	Rieger-Chu-2004
SREK1	SMC5	0.005736191368235074	Co-expression	Rieger-Chu-2004
SREK1	SNRNP200	0.0033020825671700904	Co-expression	Rieger-Chu-2004
SREK1	SPEN	0.003171245765386941	Co-expression	Rieger-Chu-2004
SREK1	SRRM1	0.005739142261950234	Co-expression	Rieger-Chu-2004
SREK1	SRSF11	0.006751113581222317	Co-expression	Rieger-Chu-2004
SREK1	SRSF4	0.008623941431559116	Co-expression	Rieger-Chu-2004
SREK1	TARDBP	0.00874074560478258	Co-expression	Rieger-Chu-2004
SREK1	TCERG1	0.004731033299920767	Co-expression	Rieger-Chu-2004
SREK1	UPF2	0.007192992076773305	Co-expression	Rieger-Chu-2004
SRRM1	LRBA	0.0054347471654871615	Co-expression	Rieger-Chu-2004
SRRM1	SRSF4	0.00882327092984749	Co-expression	Rieger-Chu-2004
SRRM1	TARDBP	0.008478227492382263	Co-expression	Rieger-Chu-2004
SRSF1	AMD1	0.007549540969661239	Co-expression	Rieger-Chu-2004
SRSF1	CPSF6	0.01209952633492447	Co-expression	Rieger-Chu-2004
SRSF1	DDX21	0.00703294934448039	Co-expression	Rieger-Chu-2004
SRSF1	DHX15	0.00494121239086839	Co-expression	Rieger-Chu-2004
SRSF1	HNRNPA2B1	0.009487100813101779	Co-expression	Rieger-Chu-2004
SRSF1	NUDT21	0.007612666538842863	Co-expression	Rieger-Chu-2004
SRSF1	TCERG1	0.0047102387360442605	Co-expression	Rieger-Chu-2004
SRSF1	YWHAE	0.009930909754193489	Co-expression	Rieger-Chu-2004
SRSF11	BCLAF1	0.006834798639772832	Co-expression	Rieger-Chu-2004
SRSF11	KRIT1	0.010677273759479711	Co-expression	Rieger-Chu-2004
SRSF11	LUC7L3	0.0066154452896630715	Co-expression	Rieger-Chu-2004
SRSF11	NEK4	0.009693036833622933	Co-expression	Rieger-Chu-2004
SRSF11	PHF3	0.010360246707094851	Co-expression	Rieger-Chu-2004
SRSF11	PNN	0.012022242047322522	Co-expression	Rieger-Chu-2004
SRSF11	PPP1CB	0.009008753024604008	Co-expression	Rieger-Chu-2004
SRSF11	PRPF4B	0.010110025777149133	Co-expression	Rieger-Chu-2004
SRSF11	RAP1A	0.010311973839287428	Co-expression	Rieger-Chu-2004
SRSF11	RBM39	0.006711038509237699	Co-expression	Rieger-Chu-2004
SRSF11	SCAF11	0.009898365863419639	Co-expression	Rieger-Chu-2004
SRSF11	SEC24A	0.007073775090984136	Co-expression	Rieger-Chu-2004
SRSF11	SMC5	0.006162667351973047	Co-expression	Rieger-Chu-2004
SRSF11	SMNDC1	0.006526830997258448	Co-expression	Rieger-Chu-2004
SRSF11	SNRNP200	0.0027690217979249284	Co-expression	Rieger-Chu-2004
SRSF11	SUN1	0.007336735495337452	Co-expression	Rieger-Chu-2004
SRSF11	TCERG1	0.004398586141788851	Co-expression	Rieger-Chu-2004
SRSF11	TRA2A	0.01138223532820192	Co-expression	Rieger-Chu-2004
SRSF2	AMD1	0.008600033230077561	Co-expression	Rieger-Chu-2004
SRSF2	DHX15	0.005184118154015746	Co-expression	Rieger-Chu-2004
SRSF2	SRSF1	0.009991530631376075	Co-expression	Rieger-Chu-2004
SRSF6	HNRNPA1	0.010421766829795143	Co-expression	Rieger-Chu-2004
SRSF6	LRBA	0.005666264766105425	Co-expression	Rieger-Chu-2004
SRSF6	PABPC1	0.011335216516915379	Co-expression	Rieger-Chu-2004
SRSF6	PRPS2	0.006181185944993061	Co-expression	Rieger-Chu-2004
SRSF6	SF3A3	0.008057926979493042	Co-expression	Rieger-Chu-2004
STAG1	AMD1	0.008173148187373112	Co-expression	Rieger-Chu-2004
STAG1	CNOT1	0.010824729498126724	Co-expression	Rieger-Chu-2004
STAG1	DHX15	0.004750684258084541	Co-expression	Rieger-Chu-2004
STAG1	LRBA	0.007561613829456801	Co-expression	Rieger-Chu-2004
STAG1	MAN2A1	0.009208445153421802	Co-expression	Rieger-Chu-2004
STAG1	NUP153	0.003811903948787489	Co-expression	Rieger-Chu-2004
STAG1	PRPS2	0.008185468339686041	Co-expression	Rieger-Chu-2004
STAG2	DHX29	0.00863586034443181	Co-expression	Rieger-Chu-2004
STAG2	GNA13	0.012699586026802646	Co-expression	Rieger-Chu-2004
STAG2	JMJD1C	0.010350624780055422	Co-expression	Rieger-Chu-2004
STAG2	ROCK1	0.006289514729212167	Co-expression	Rieger-Chu-2004
STRN3	HIPK1	0.013156724327812754	Co-expression	Rieger-Chu-2004
STRN3	SNAPC3	0.026149635445523307	Co-expression	Rieger-Chu-2004
STRN3	ZFC3H1	0.007225567245652119	Co-expression	Rieger-Chu-2004
SYK	GSAP	0.02286513532746608	Co-expression	Rieger-Chu-2004
SYK	IFITM2	0.016397152618535485	Co-expression	Rieger-Chu-2004
SYK	KCTD12	0.017840065359749482	Co-expression	Rieger-Chu-2004
SYK	SH2B3	0.014808665712176186	Co-expression	Rieger-Chu-2004
TARDBP	AMD1	0.00927393270824857	Co-expression	Rieger-Chu-2004
TARDBP	CHD1	0.009805225531482704	Co-expression	Rieger-Chu-2004
TARDBP	PUM2	0.008067240523966346	Co-expression	Rieger-Chu-2004
TCERG1	AMD1	0.004883760865415318	Co-expression	Rieger-Chu-2004
TCERG1	BCLAF1	0.005346176857917644	Co-expression	Rieger-Chu-2004
TCERG1	CHD1	0.004878427948519025	Co-expression	Rieger-Chu-2004
TCERG1	CLIC4	0.005313224885618096	Co-expression	Rieger-Chu-2004
TCERG1	CPSF6	0.0070924407888415565	Co-expression	Rieger-Chu-2004
TCERG1	DDX21	0.0046896176679062235	Co-expression	Rieger-Chu-2004
TCERG1	NEK4	0.006992164650489409	Co-expression	Rieger-Chu-2004
