"","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000266245",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266246",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266248",1,0,0,0,0,0,0,0,0,0,2,1,0,0
"ENSG00000266251",2,0,1,0,0,0,0,0,0,0,1,5,0,0
"ENSG00000266252",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266254",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266255",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266256",100,42,165,38,283,16,366,111,256,71,235,34,174,28
"ENSG00000266257",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266258",117,91,158,202,48,42,65,184,163,113,48,60,82,42
"ENSG00000266259",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266261",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266262",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266264",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266265",2,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266268",52,70,70,222,67,194,86,89,105,153,72,228,116,103
"ENSG00000266269",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266272",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266273",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266274",0,0,0,0,0,0,2,1,0,0,1,1,0,0
"ENSG00000266275",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266276",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266277",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266278",1,6,3,0,1,0,0,0,1,5,1,1,0,0
"ENSG00000266279",0,3,0,0,0,0,0,0,0,0,1,0,10,0
"ENSG00000266282",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266283",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266287",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266288",394,366,654,707,554,619,448,583,553,560,718,648,806,1113
"ENSG00000266289",52,40,54,44,30,36,26,45,66,56,44,25,119,26
"ENSG00000266290",1,2,1,1,0,6,0,0,1,0,0,2,0,2
"ENSG00000266291",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266293",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266294",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266296",5,7,6,14,13,12,32,12,5,4,4,7,13,14
"ENSG00000266297",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266299",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266302",3254,3904,11198,9604,7118,6539,2258,2472,4409,4054,11993,8717,4097,4234
"ENSG00000266304",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266305",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266306",53,54,15,15,20,23,63,17,48,43,9,26,23,10
"ENSG00000266307",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266308",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266309",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266311",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266312",694,272,692,244,916,103,2024,992,1242,550,678,97,947,379
"ENSG00000266313",111,147,148,352,160,299,316,650,147,222,212,256,131,332
"ENSG00000266315",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266317",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266318",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266319",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266321",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266324",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266325",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266327",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266328",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266329",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266333",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266335",3,6,6,12,1,8,0,5,16,15,2,8,0,10
"ENSG00000266336",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266338",965,961,2177,2312,1210,1200,2312,2309,1626,1815,2261,2176,1626,1686
"ENSG00000266340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266341",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266344",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266347",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266349",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266354",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266355",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266356",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266357",80,90,189,330,216,176,213,674,263,346,217,322,14,107
"ENSG00000266358",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266363",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266364",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266365",16,16,17,17,5,15,6,14,19,10,17,13,14,14
"ENSG00000266368",174,195,321,464,386,336,240,231,241,243,401,350,421,202
"ENSG00000266369",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266371",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266373",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266374",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266376",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266378",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266379",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266382",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266383",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266385",15,10,15,5,26,27,5,19,15,9,4,6,2,37
"ENSG00000266388",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266389",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000266390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266391",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266392",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266393",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266396",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266397",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266398",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266399",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266401",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266402",9,9,10,9,5,8,8,7,9,7,4,1,27,16
"ENSG00000266403",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266405",10,3,51,48,8,31,8,2,35,36,43,58,9,7
"ENSG00000266407",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266409",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266411",87,48,139,84,82,45,76,98,99,65,107,64,55,16
"ENSG00000266412",1232,1261,1379,1961,872,980,1589,1817,1406,1398,1344,1345,626,744
"ENSG00000266415",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266416",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266417",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266421",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266423",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266426",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266429",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266431",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266432",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266433",5,11,8,18,3,8,9,2,10,7,8,9,8,8
"ENSG00000266436",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266437",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266439",0,1,1,2,0,0,0,5,1,1,1,1,0,0
"ENSG00000266441",7,2,2,6,1,4,3,2,4,4,2,2,0,0
"ENSG00000266443",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266445",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266446",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266448",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266449",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266450",38,10,17,9,14,17,5,23,34,17,16,14,44,41
"ENSG00000266451",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266454",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266456",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266457",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266458",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266459",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266460",25,27,38,48,43,45,34,25,36,38,48,55,47,37
"ENSG00000266461",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266463",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266466",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266467",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266469",15,4,17,49,20,61,21,82,21,24,27,38,2,21
"ENSG00000266470",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000266472",408,417,721,909,810,848,1308,911,645,596,773,583,359,430
"ENSG00000266473",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266476",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266477",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266478",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266479",2,1,1,0,1,4,2,0,2,0,3,2,1,0
"ENSG00000266481",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266482",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266483",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266485",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266486",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266489",2,5,0,8,3,25,3,18,6,15,6,10,0,0
"ENSG00000266490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266491",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266493",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266494",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266495",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266496",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266497",13,11,4,1,9,17,8,6,1,1,4,3,10,15
"ENSG00000266498",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266499",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266501",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266502",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266503",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266504",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266505",0,0,6,2,4,2,2,3,0,2,4,4,0,9
"ENSG00000266507",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266508",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266509",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266511",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266513",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266514",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266515",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266517",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266518",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266520",0,0,0,0,7,1,0,1,3,0,0,1,0,0
"ENSG00000266521",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266522",0,1,1,1,1,0,0,4,3,1,0,1,0,0
"ENSG00000266524",30,55,57,161,58,133,276,199,49,82,97,161,83,118
"ENSG00000266525",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266526",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000266527",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266529",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266531",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266533",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266535",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266537",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266538",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266539",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266541",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266542",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266543",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266545",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266546",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266547",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266549",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266552",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266553",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000266554",72,94,409,219,193,128,84,254,286,307,934,533,343,309
"ENSG00000266555",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266556",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266559",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266560",3,5,6,0,3,9,1,5,11,3,6,6,19,2
"ENSG00000266561",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266563",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266564",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266567",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266569",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266573",855,1139,1896,3175,1180,2390,780,2494,1847,2789,1600,3161,337,1211
"ENSG00000266575",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266578",99,137,179,175,85,86,106,171,227,293,177,107,121,238
"ENSG00000266579",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266581",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266582",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266583",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266584",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266586",0,0,0,0,1,0,1,2,1,0,1,0,2,2
"ENSG00000266587",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266588",1,3,0,11,2,1,1,5,1,4,1,5,4,10
"ENSG00000266589",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266591",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266593",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266594",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266595",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266597",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266598",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266599",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266601",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266602",73,79,127,169,120,112,96,180,126,75,151,143,93,126
"ENSG00000266604",19,11,26,12,34,27,9,23,25,15,58,41,32,29
"ENSG00000266605",0,0,1,0,0,0,0,0,2,1,1,0,0,0
"ENSG00000266608",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266609",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266611",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266613",1,3,6,10,2,5,0,26,2,5,2,3,3,0
"ENSG00000266614",0,0,1,3,0,6,2,0,2,0,1,1,0,0
"ENSG00000266616",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266617",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266618",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266619",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266621",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266624",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266625",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266627",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266631",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266634",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266636",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266637",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266642",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266643",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266644",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266645",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266647",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266648",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266649",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266651",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266652",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266654",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266655",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000266656",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266663",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266664",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266665",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266666",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266667",393,368,570,664,655,526,832,858,932,941,570,559,699,498
"ENSG00000266668",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266669",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266671",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266673",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266675",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266676",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266677",14,31,84,83,167,92,219,154,86,28,91,66,119,48
"ENSG00000266678",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266682",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266683",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266685",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266687",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266688",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266691",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266692",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266693",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266696",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266697",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266698",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266699",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266701",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266703",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266704",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266705",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266706",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266707",1,1,1,3,0,5,3,5,0,0,1,4,0,0
"ENSG00000266708",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266709",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266711",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266712",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266713",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266714",210,139,104,117,160,99,209,292,192,196,136,109,239,119
"ENSG00000266715",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266717",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266718",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266719",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266721",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266722",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266724",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266727",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266728",88,138,19,84,20,41,61,52,71,112,17,39,6,31
"ENSG00000266729",0,0,2,0,0,4,0,0,2,2,0,4,0,0
"ENSG00000266733",7,24,8,32,14,25,34,24,12,22,12,27,20,2
"ENSG00000266734",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266736",33,26,66,34,54,62,40,49,50,63,42,43,51,47
"ENSG00000266737",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266738",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266739",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266743",56,69,16,61,42,21,20,54,15,48,22,36,5,1
"ENSG00000266744",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266745",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266746",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266751",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266754",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266756",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266758",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266761",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266763",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266765",14,13,17,33,14,21,0,9,33,31,14,49,4,31
"ENSG00000266767",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266768",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266769",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266771",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266772",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266774",14,24,29,36,54,15,23,28,41,35,30,46,1,2
"ENSG00000266775",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266776",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266777",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266778",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266782",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266783",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266786",0,3,4,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000266793",0,0,0,0,0,0,0,0,0,0,0,0,0,0
